,Unnamed: 0,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg,Season,Team Performance,MPG
1131,2440,Darius Miles,SF,23,POR,63,22,1699,10.6,21.9,0.482,0.3,0.7,0.348,10.3,21.2,0.487,4.1,6.8,0.6,2.2,7.2,9.4,4.1,2.4,2.5,4.9,5.9,25.4,,95.0,105.0,2004-2005,Average,30.5
1132,3006,Sebastian Telfair,PG,20,POR,68,30,1641,7.6,19.3,0.394,1.9,5.4,0.352,5.7,13.9,0.411,4.3,5.8,0.743,0.6,3.4,4.0,8.2,2.2,0.2,3.8,5.6,21.5,,99.0,114.0,2005-2006,bottom,32.2
1133,2830,Jarrett Jack,SG,22,POR,79,4,1599,6.5,14.7,0.442,0.7,2.6,0.263,5.8,12.1,0.48,4.4,5.5,0.8,0.6,4.9,5.5,7.5,1.4,0.1,3.5,4.7,18.0,,104.0,114.0,2005-2006,bottom,24.1
1134,3513,Martell Webster,SF,20,POR,82,27,1759,6.0,15.2,0.396,2.8,7.7,0.364,3.2,7.5,0.43,2.9,4.1,0.705,1.3,6.1,7.4,1.6,1.1,0.6,2.3,3.9,17.7,,102.0,112.0,2006-2007,Average,22.9
1135,3345,Jamaal Magloire,C,28,POR,81,23,1703,6.4,12.6,0.504,0.0,0.0,,6.4,12.6,0.504,4.2,7.7,0.541,4.8,10.9,15.7,1.0,0.7,2.1,4.1,7.2,16.9,,96.0,108.0,2006-2007,Average,22.1
1136,3744,Jarrett Jack,SG,24,POR,82,16,2229,6.5,15.2,0.431,1.6,4.7,0.342,4.9,10.5,0.47,5.3,6.1,0.867,0.8,5.0,5.7,7.7,1.5,0.0,4.4,3.2,19.9,,105.0,110.0,2007-2008,Average,27.2
1137,3834,Travis Outlaw,PF,23,POR,82,6,2186,10.4,24.1,0.433,1.0,2.5,0.396,9.4,21.6,0.437,5.4,7.3,0.741,2.4,7.0,9.4,2.6,1.5,1.6,2.7,4.3,27.3,,102.0,107.0,2007-2008,Average,26.7
1138,4284,Travis Outlaw,SF,24,POR,81,6,2246,9.5,21.0,0.453,2.2,5.8,0.377,7.3,15.1,0.482,4.3,6.0,0.723,1.7,6.4,8.2,2.0,1.2,1.4,2.3,4.1,25.5,,111.0,109.0,2008-2009,Average,27.7
1139,4127,Rudy Fernández,SG,23,POR,78,4,1993,7.4,17.5,0.425,4.4,11.1,0.399,3.0,6.4,0.47,3.3,4.0,0.839,1.3,4.4,5.8,4.4,1.9,0.3,2.4,3.1,22.7,,120.0,109.0,2008-2009,Average,25.6
1140,4642,Juwan Howard,C,36,POR,73,27,1632,6.4,12.6,0.509,0.0,0.0,0.0,6.4,12.5,0.511,1.8,2.3,0.786,3.6,7.6,11.2,2.0,0.9,0.3,2.4,6.4,14.7,,107.0,108.0,2009-2010,Average,24.8
1141,4583,Rudy Fernández,SG,24,POR,62,2,1441,6.1,16.1,0.378,3.7,10.1,0.368,2.4,6.0,0.395,3.2,3.7,0.867,1.3,4.9,6.2,4.8,2.4,0.4,2.7,3.3,19.1,,108.0,107.0,2009-2010,Average,23.9
1142,5017,Rudy Fernández,SG,25,POR,78,3,1821,6.4,17.2,0.37,3.5,10.8,0.321,2.9,6.4,0.453,3.8,4.4,0.863,1.1,4.0,5.2,5.8,2.6,0.4,2.6,4.0,20.0,,108.0,108.0,2010-2011,Average,27.9
1143,5197,Brandon Roy,SG,26,POR,47,23,1310,8.7,21.8,0.4,1.6,4.8,0.333,7.1,17.0,0.418,4.9,5.8,0.848,1.2,3.9,5.0,5.4,1.5,0.5,2.3,3.2,23.9,,105.0,110.0,2010-2011,Average,23.3
1144,5391,Nicolas Batum,SF,23,POR,59,34,1791,8.5,18.8,0.451,3.1,8.1,0.391,5.3,10.8,0.496,3.9,4.7,0.836,2.4,5.6,8.0,2.5,1.7,1.8,2.6,3.1,24.0,,112.0,107.0,2011-2012,Average,30.4
1145,5450,Jamal Crawford,PG,31,POR,60,6,1613,9.2,24.0,0.384,2.6,8.5,0.308,6.6,15.6,0.426,6.2,6.7,0.927,0.5,3.3,3.8,6.2,1.8,0.5,3.6,2.4,27.3,,102.0,109.0,2011-2012,Average,26.9
1146,6067,Meyers Leonard,C,20,POR,69,9,1206,6.6,12.1,0.545,0.1,0.3,0.429,6.4,11.8,0.548,3.1,3.9,0.809,3.5,7.6,11.1,1.4,0.5,1.7,2.1,7.3,16.4,,115.0,110.0,2012-2013,Average,17.5
1147,5860,Will Barton,SG,22,POR,73,5,894,6.9,18.2,0.382,0.5,3.8,0.138,6.4,14.3,0.447,2.9,3.8,0.769,2.1,6.4,8.5,3.4,2.0,0.5,3.5,3.3,17.3,,87.0,109.0,2012-2013,Average,16.6
1148,6705,Mo Williams,PG,31,POR,74,0,1834,7.7,18.5,0.417,2.3,6.2,0.369,5.4,12.3,0.441,2.2,2.5,0.876,1.2,3.1,4.2,8.9,1.5,0.3,4.1,5.4,19.9,,102.0,110.0,2013-2014,Average,24.8
1149,6713,Dorell Wright,SF,28,POR,68,13,984,5.7,15.3,0.374,3.5,10.4,0.342,2.2,4.9,0.442,2.7,3.5,0.754,1.5,8.3,9.8,3.3,1.2,0.8,2.0,3.2,17.6,,108.0,107.0,2013-2014,Average,14.5
1150,6827,Steve Blake,PG,34,POR,81,0,1529,4.1,10.9,0.373,2.6,7.3,0.352,1.5,3.6,0.417,1.0,1.4,0.707,0.5,4.0,4.6,9.6,1.4,0.2,3.5,3.9,11.7,,103.0,107.0,2014-2015,Average,18.9
1151,7008,Chris Kaman,C,32,POR,74,13,1398,10.3,20.0,0.515,0.0,0.0,,10.3,20.0,0.515,2.6,3.7,0.706,5.4,12.2,17.6,2.4,0.7,2.0,3.9,5.1,23.3,,103.0,101.0,2014-2015,Average,18.9
1152,7367,Allen Crabbe,SG,23,POR,81,8,2105,7.4,16.1,0.459,2.7,6.8,0.393,4.7,9.3,0.506,2.3,2.7,0.867,0.6,4.5,5.1,2.4,1.5,0.4,1.5,4.6,19.8,,114.0,110.0,2015-2016,Average,26.0
1153,7375,Ed Davis,PF,26,POR,81,0,1684,6.1,10.0,0.611,0.0,0.0,,6.1,10.0,0.611,3.4,6.1,0.559,6.7,11.1,17.8,2.6,1.7,2.1,1.9,6.0,15.6,,128.0,104.0,2015-2016,Average,21.9
1154,7830,Allen Crabbe,SG,24,POR,79,7,2254,6.7,14.3,0.468,3.0,6.7,0.444,3.7,7.6,0.49,2.3,2.7,0.847,0.4,4.6,5.0,2.1,1.2,0.4,1.4,3.8,18.6,,117.0,114.0,2016-2017,Average,29.1
1155,7758,Al-Farouq Aminu,PF,26,POR,61,25,1773,5.1,13.1,0.393,2.0,5.9,0.33,3.2,7.1,0.445,2.7,3.8,0.706,2.2,10.5,12.6,2.8,1.7,1.2,2.6,2.9,14.9,,100.0,108.0,2016-2017,Average,28.5
1156,8669,Evan Turner,SF,29,POR,79,40,2034,6.3,14.1,0.447,1.0,3.2,0.318,5.3,10.9,0.485,2.2,2.6,0.85,0.7,5.2,6.0,4.2,1.1,0.7,2.4,4.0,15.9,,103.0,109.0,2017-2018,Average,25.7
1157,8559,Shabazz Napier,PG,26,POR,74,10,1535,7.2,17.2,0.42,2.7,7.1,0.376,4.6,10.1,0.45,3.8,4.5,0.841,0.8,4.7,5.5,4.9,2.6,0.5,2.9,2.7,20.9,,107.0,106.0,2017-2018,Average,21.4
1158,9179,Evan Turner,PG,30,POR,73,2,1605,6.2,13.4,0.46,0.3,1.6,0.212,5.8,11.8,0.494,2.3,3.2,0.708,1.1,8.8,9.9,8.5,1.0,0.5,3.4,3.3,14.9,,105.0,111.0,2018-2019,Average,22.0
1159,8881,Seth Curry,SG,28,POR,74,2,1399,7.3,16.1,0.456,3.9,8.7,0.45,3.4,7.4,0.463,1.5,1.8,0.846,0.9,3.2,4.2,2.3,1.2,0.4,2.1,3.4,20.1,,113.0,114.0,2018-2019,Average,18.9
1160,9708,Anfernee Simons,SG,20,POR,70,4,1449,7.0,17.6,0.399,2.5,7.4,0.332,4.6,10.2,0.448,2.5,3.0,0.826,0.8,4.2,5.0,3.2,0.9,0.3,2.0,4.4,19.0,,102.0,119.0,2019-2020,Average,31.6
1161,9731,Gary Trent Jr.,SF,21,POR,61,8,1332,7.0,15.8,0.444,4.0,9.6,0.418,3.0,6.2,0.486,1.3,1.6,0.822,0.9,2.7,3.6,2.2,1.7,0.6,0.8,3.2,19.4,,121.0,117.0,2019-2020,Average,29.5
1162,9976,Enes Freedom,C,28,POR,72,35,1758,9.4,15.6,0.604,0.0,0.1,0.25,9.4,15.5,0.607,3.5,4.6,0.774,7.9,14.2,22.1,2.3,0.9,1.3,2.2,4.7,22.4,,133.0,113.0,2020-2021,Average,24.5
1163,9846,Carmelo Anthony,PF,36,POR,69,3,1690,9.4,22.4,0.421,3.8,9.4,0.409,5.6,13.0,0.429,4.0,4.4,0.89,0.9,5.3,6.2,3.0,1.3,1.1,1.8,4.2,26.7,,112.0,117.0,2020-2021,Average,24.4
1164,10799,Anfernee Simons,SG,22,POR,57,30,1681,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,3.0,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,,112.0,121.0,2021-2022,Average,36.4
1165,10685,Ben McLemore,SG,28,POR,64,6,1285,8.2,20.5,0.401,5.7,15.9,0.362,2.5,4.6,0.533,2.7,3.3,0.818,0.5,3.5,3.9,2.2,1.4,0.4,2.1,3.9,24.9,,108.0,120.0,2021-2022,Average,29.5
1166,11358,Shaedon Sharpe,SG,19,POR,80,15,1779,8.4,17.7,0.472,2.8,7.7,0.36,5.6,10.0,0.559,2.1,2.9,0.714,1.7,4.7,6.5,2.6,1.0,0.7,2.3,3.7,21.6,,109.0,121.0,2022-2023,Average,31.5
1167,11102,Drew Eubanks,C,25,POR,78,28,1584,6.6,10.3,0.641,0.2,0.6,0.389,6.4,9.7,0.655,2.6,3.8,0.664,4.1,8.8,12.9,3.2,1.2,3.1,2.1,5.2,15.9,,130.0,115.0,2022-2023,Average,26.8
1168,353,Peja Stojaković,SF,22,SAC,74,11,1749,8.9,19.8,0.448,2.8,7.4,0.375,6.1,12.4,0.491,3.7,4.2,0.882,2.0,5.6,7.6,2.9,1.4,0.2,2.4,2.7,24.2,,111.0,105.0,1999-2000,Average,25.0
1169,299,Scot Pollard,C,24,SAC,76,5,1336,5.4,10.2,0.527,0.0,0.0,,5.4,10.2,0.527,4.1,5.8,0.717,6.1,8.5,14.6,1.6,2.0,2.1,1.8,7.7,14.9,,122.0,99.0,1999-2000,Average,23.6
1170,723,Scot Pollard,C,25,SAC,77,8,1658,5.7,12.1,0.468,0.0,0.1,0.0,5.7,12.1,0.471,3.9,5.2,0.749,5.3,9.0,14.3,1.4,1.5,3.0,2.0,6.3,15.3,,111.0,97.0,2000-2001,top,21.5
1171,608,Bobby Jackson,PG,27,SAC,79,7,1648,7.1,16.2,0.439,1.2,3.2,0.375,5.9,13.0,0.455,2.0,2.7,0.739,2.3,5.3,7.6,5.0,2.7,0.2,3.2,4.3,17.5,,99.0,100.0,2000-2001,top,20.9
1172,1256,Hedo Türkoğlu,SF,22,SAC,80,10,1970,7.4,17.5,0.422,1.6,4.4,0.368,5.8,13.2,0.44,4.3,5.9,0.726,1.6,7.6,9.3,4.2,1.5,0.8,2.1,4.7,20.7,,107.0,102.0,2001-2002,top,24.6
1173,1182,Scot Pollard,C,26,SAC,80,29,1881,5.3,9.6,0.55,0.0,0.0,,5.3,9.6,0.55,3.1,4.4,0.693,5.0,10.1,15.1,1.4,1.9,2.0,1.8,5.4,13.6,,120.0,98.0,2001-2002,top,23.5
1174,1388,Keon Clark,C,27,SAC,80,11,1780,6.4,12.8,0.501,0.0,0.1,0.0,6.4,12.6,0.506,2.4,3.6,0.656,3.9,8.9,12.8,2.3,1.1,4.2,2.7,6.4,15.2,,103.0,97.0,2002-2003,top,28.4
1175,1488,Bobby Jackson,PG,29,SAC,59,26,1676,10.2,22.0,0.464,2.7,7.1,0.379,7.5,14.9,0.505,3.8,4.5,0.846,1.7,4.9,6.6,5.5,2.1,0.1,3.2,3.8,26.9,,109.0,101.0,2002-2003,top,22.3
1176,2020,Anthony Peeler,SG,34,SAC,75,0,1391,5.8,12.9,0.448,2.5,5.2,0.482,3.3,7.7,0.425,1.9,2.3,0.836,1.2,4.5,5.7,4.5,2.1,0.4,2.9,3.8,16.0,,106.0,106.0,2003-2004,Average,36.1
1177,1917,Bobby Jackson,SG,30,SAC,50,0,1185,11.5,25.8,0.444,3.5,9.6,0.37,7.9,16.3,0.488,3.6,4.8,0.752,2.4,5.2,7.6,4.6,2.1,0.3,2.8,4.6,30.1,,107.0,106.0,2003-2004,Average,23.7
1178,2530,Darius Songaila,PF,26,SAC,81,21,1668,7.9,15.1,0.527,0.0,0.1,0.0,7.9,15.0,0.53,2.9,3.4,0.847,3.9,6.8,10.6,3.5,1.6,0.6,2.2,6.4,18.8,,116.0,108.0,2004-2005,Average,21.4
1179,2301,Maurice Evans,SG,26,SAC,65,11,1233,6.9,15.6,0.442,1.1,3.4,0.329,5.8,12.2,0.474,2.5,3.3,0.756,3.7,4.7,8.4,1.9,1.5,0.3,1.4,4.4,17.4,,110.0,110.0,2004-2005,Average,20.6
1180,2654,Shareef Abdur-Rahim,PF,29,SAC,72,30,1961,8.8,16.8,0.525,0.1,0.6,0.227,8.7,16.2,0.536,5.8,7.4,0.784,2.8,6.7,9.5,4.0,1.3,1.1,2.9,6.0,23.6,,115.0,105.0,2005-2006,Average,27.2
1181,2773,Francisco García,SF,24,SAC,67,11,1301,5.2,13.0,0.4,1.6,5.5,0.285,3.7,7.5,0.484,3.1,4.1,0.772,1.6,5.9,7.4,3.8,1.6,1.9,3.0,5.4,15.1,,98.0,104.0,2005-2006,Average,19.4
1182,3452,John Salmons,SG,27,SAC,79,19,2135,5.6,12.3,0.456,0.9,2.7,0.357,4.6,9.6,0.484,3.8,4.8,0.779,1.1,5.1,6.3,6.0,1.7,0.6,2.8,4.2,15.9,,108.0,109.0,2006-2007,Average,27.0
1183,3241,Francisco García,SF,25,SAC,79,5,1410,5.9,13.6,0.429,1.9,5.4,0.356,4.0,8.3,0.476,3.4,4.1,0.833,1.9,5.5,7.4,3.1,1.6,1.5,2.5,6.8,17.0,,106.0,108.0,2006-2007,Average,19.7
1184,3693,Francisco García,SF,26,SAC,79,20,2096,8.4,18.2,0.463,2.7,7.0,0.391,5.7,11.2,0.508,3.9,5.0,0.779,1.3,5.1,6.4,3.1,2.3,1.2,3.1,5.6,23.5,,108.0,109.0,2007-2008,Average,26.5
1185,3721,Spencer Hawes,C,19,SAC,71,8,931,8.0,17.3,0.459,0.2,1.1,0.19,7.7,16.2,0.478,2.1,3.2,0.655,3.7,8.8,12.5,2.4,0.8,2.2,3.0,7.0,18.2,,97.0,109.0,2007-2008,Average,13.1
1186,4137,Francisco García,SF,27,SAC,65,36,1975,7.6,17.2,0.444,2.3,5.7,0.398,5.3,11.5,0.466,3.8,4.6,0.82,1.4,4.2,5.6,3.9,2.1,1.7,2.9,5.1,21.3,,107.0,114.0,2008-2009,bottom,30.4
1187,4191,Bobby Jackson,PG,35,SAC,71,10,1484,6.6,16.6,0.398,2.1,6.8,0.305,4.6,9.9,0.462,3.0,3.5,0.851,1.4,5.4,6.9,4.9,2.1,0.1,2.3,3.4,18.3,,104.0,115.0,2008-2009,bottom,20.9
1188,4534,Omri Casspi,SF,21,SAC,77,31,1931,7.9,17.8,0.446,2.0,5.4,0.369,6.0,12.4,0.48,3.1,4.6,0.672,2.0,7.2,9.2,2.5,1.4,0.4,2.6,3.3,20.9,,104.0,110.0,2009-2010,bottom,25.1
1189,4721,Andrés Nocioni,SF,30,SAC,75,28,1477,8.1,20.3,0.399,3.3,8.6,0.386,4.8,11.7,0.408,2.5,3.4,0.717,1.1,6.6,7.7,2.6,1.1,0.9,2.3,5.5,22.0,,101.0,111.0,2009-2010,bottom,23.0
1190,5231,Jason Thompson,PF,24,SAC,75,39,1748,7.8,15.4,0.507,0.0,0.1,0.0,7.8,15.3,0.51,3.5,5.8,0.605,4.2,8.9,13.1,2.5,0.8,1.3,2.9,6.1,19.1,,106.0,109.0,2010-2011,Average,24.0
1191,4967,Omri Casspi,SF,22,SAC,71,27,1702,6.7,16.2,0.412,2.7,7.3,0.372,3.9,8.9,0.445,2.0,3.0,0.673,2.2,6.9,9.1,2.2,1.6,0.4,2.0,3.4,18.1,,106.0,109.0,2010-2011,Average,23.9
1192,5743,Isaiah Thomas,PG,22,SAC,65,37,1656,7.8,17.5,0.448,2.5,6.7,0.379,5.3,10.8,0.491,4.7,5.7,0.832,1.5,3.7,5.1,8.1,1.6,0.2,3.2,3.7,22.9,,116.0,113.0,2011-2012,Average,27.2
1193,5709,John Salmons,SF,32,SAC,46,32,1250,5.7,14.0,0.409,1.3,4.5,0.295,4.4,9.4,0.464,1.2,1.8,0.644,0.8,4.6,5.4,3.8,1.5,0.3,1.8,3.1,14.0,,99.0,112.0,2011-2012,Average,25.5
1194,6205,Marcus Thornton,SG,25,SAC,72,8,1726,9.9,23.0,0.429,4.2,11.3,0.372,5.7,11.7,0.484,3.3,3.7,0.881,1.5,3.9,5.4,2.7,1.8,0.1,2.0,3.1,27.2,,111.0,114.0,2012-2013,Average,24.0
1195,5992,Chuck Hayes,C,29,SAC,74,1,1209,3.6,8.1,0.442,0.0,0.0,0.0,3.6,8.0,0.444,1.3,2.0,0.625,4.8,7.9,12.7,4.7,1.3,0.8,1.9,4.8,8.4,,111.0,111.0,2012-2013,Average,16.3
1196,6596,Travis Outlaw,SF,29,SAC,63,4,1065,6.2,15.6,0.399,2.0,5.6,0.35,4.3,10.0,0.426,2.0,2.5,0.808,1.7,6.3,8.0,2.3,1.0,0.9,1.2,4.5,16.4,,106.0,110.0,2013-2014,Average,19.9
1197,6555,Ray McCallum,PG,22,SAC,45,10,897,6.4,17.0,0.377,1.2,3.3,0.373,5.2,13.7,0.378,1.8,2.4,0.744,1.0,3.5,4.5,6.8,1.2,0.5,2.2,3.9,15.9,,98.0,112.0,2013-2014,Average,16.9
1198,7187,Derrick Williams,PF,23,SAC,74,6,1462,7.5,16.7,0.447,1.7,5.4,0.314,5.8,11.3,0.511,4.6,6.7,0.684,1.4,5.5,7.0,1.7,1.2,0.1,1.9,2.3,21.2,,108.0,112.0,2014-2015,Average,21.1
1199,7053,Ray McCallum,PG,23,SAC,68,30,1436,7.2,16.5,0.438,1.2,3.9,0.306,6.0,12.6,0.479,2.0,2.9,0.679,1.8,4.5,6.3,6.6,1.6,0.4,3.0,3.2,17.6,,102.0,111.0,2014-2015,Average,21.1
1200,7360,Darren Collison,PG,28,SAC,74,15,2219,8.2,16.8,0.486,1.9,4.7,0.401,6.3,12.1,0.519,4.2,4.9,0.858,0.6,3.1,3.7,6.9,1.6,0.1,2.8,3.1,22.4,,115.0,112.0,2015-2016,Average,30.0
1201,7352,Omri Casspi,PF,27,SAC,69,21,1880,7.6,15.9,0.481,2.9,7.0,0.409,4.8,8.9,0.537,2.6,4.1,0.648,1.5,9.0,10.5,2.4,1.4,0.4,2.4,3.9,20.8,,109.0,108.0,2015-2016,Average,27.2
1202,7977,Ty Lawson,PG,29,SAC,69,24,1732,6.9,15.2,0.454,1.0,3.4,0.288,5.9,11.8,0.502,5.1,6.3,0.797,1.3,3.9,5.2,9.8,2.2,0.2,3.8,3.5,19.9,,110.0,113.0,2016-2017,Average,33.8
1203,8127,Garrett Temple,SG,30,SAC,65,21,1728,5.4,12.6,0.424,2.4,6.4,0.373,3.0,6.2,0.476,1.7,2.2,0.784,0.9,4.5,5.4,4.9,2.5,0.8,2.3,4.1,14.8,,106.0,111.0,2016-2017,Average,26.6
1204,8428,Buddy Hield,SG,25,SAC,80,12,2024,10.4,23.3,0.446,4.4,10.2,0.431,6.0,13.1,0.457,1.8,2.0,0.877,1.4,6.3,7.7,3.9,2.1,0.5,3.1,3.7,27.0,,104.0,111.0,2017-2018,Average,25.3
1205,8658,Garrett Temple,SG,31,SAC,65,35,1615,6.2,14.9,0.418,2.8,7.1,0.392,3.4,7.8,0.442,1.9,2.4,0.769,0.7,4.1,4.8,3.9,1.8,0.8,2.5,4.2,17.1,,102.0,112.0,2017-2018,Average,24.8
1206,8827,Bogdan Bogdanović,SG,26,SAC,70,17,1947,8.6,20.6,0.418,3.2,8.9,0.36,5.4,11.7,0.462,3.2,3.9,0.827,1.0,4.9,5.8,6.4,1.7,0.4,2.8,3.4,23.7,,107.0,113.0,2018-2019,Average,27.8
1207,8800,Marvin Bagley III,PF,19,SAC,62,4,1567,10.6,21.0,0.504,0.9,2.9,0.313,9.7,18.1,0.534,5.4,7.8,0.691,4.8,9.2,14.0,1.8,1.0,1.8,2.9,3.6,27.4,,111.0,110.0,2018-2019,Average,25.3
1208,9347,Bogdan Bogdanović,SG,27,SAC,61,28,1766,9.3,21.0,0.44,4.5,12.1,0.372,4.8,8.9,0.532,2.4,3.2,0.741,0.7,5.0,5.7,5.7,1.8,0.4,2.8,3.7,25.4,,110.0,113.0,2019-2020,Average,29.0
1209,9535,Cory Joseph,PG,28,SAC,72,26,1759,4.7,11.4,0.415,1.5,4.4,0.352,3.2,7.0,0.455,1.7,1.9,0.857,1.2,4.0,5.2,6.9,1.5,0.6,2.2,3.7,12.6,,110.0,114.0,2019-2020,Average,28.2
1210,10003,Tyrese Haliburton,PG,20,SAC,58,20,1746,8.0,17.0,0.472,3.3,8.1,0.409,4.7,8.9,0.529,1.3,1.5,0.857,1.1,3.7,4.8,8.5,2.1,0.8,2.5,2.3,20.7,,118.0,118.0,2020-2021,Average,30.1
1211,10278,Hassan Whiteside,C,31,SAC,36,4,546,11.1,19.7,0.563,0.0,0.1,0.0,11.1,19.6,0.565,3.6,6.9,0.519,5.4,13.5,18.9,1.8,0.8,4.0,3.5,6.4,25.8,,107.0,111.0,2020-2021,Average,16.0
1212,10693,Davion Mitchell,PG,23,SAC,75,19,2076,8.2,19.5,0.418,2.3,7.4,0.316,5.8,12.1,0.48,1.3,2.0,0.659,0.8,3.1,3.8,7.3,1.3,0.6,2.6,3.3,20.0,,101.0,118.0,2021-2022,Average,27.7
1213,10688,Chimezie Metu,C,24,SAC,60,20,1279,7.6,16.9,0.452,2.1,7.0,0.306,5.5,9.9,0.555,2.7,3.4,0.78,1.3,11.3,12.6,2.3,1.9,1.2,2.3,3.5,20.1,,104.0,111.0,2021-2022,Average,23.9
1214,11276,Malik Monk,SG,24,SAC,77,0,1719,9.9,22.2,0.448,4.0,11.1,0.359,6.0,11.1,0.538,5.1,5.8,0.889,0.9,4.8,5.7,8.3,1.4,0.6,4.1,3.5,29.0,,114.0,118.0,2022-2023,Average,22.3
1215,11271,Davion Mitchell,PG,24,SAC,80,9,1447,6.0,13.2,0.454,2.1,6.5,0.32,3.9,6.7,0.584,0.8,1.0,0.806,0.5,2.9,3.5,6.1,1.5,0.5,2.1,3.7,14.9,,111.0,119.0,2022-2023,Average,18.1
1216,174,Jaren Jackson,SG,32,SAS,81,12,1691,5.8,15.3,0.381,3.4,9.6,0.353,2.4,5.7,0.429,1.0,1.6,0.647,1.1,4.6,5.7,3.7,1.7,0.2,2.1,4.9,16.0,,101.0,102.0,1999-2000,Average,23.7
1217,301,Terry Porter,PG,36,SAS,68,8,1613,6.8,15.2,0.447,3.0,6.8,0.435,3.8,8.4,0.457,4.5,5.6,0.806,0.8,5.5,6.3,7.2,1.6,0.3,3.3,2.6,21.0,,114.0,101.0,1999-2000,Average,20.9
1218,518,Antonio Daniels,PG,25,SAS,79,23,2060,7.2,15.3,0.468,1.9,4.8,0.404,5.2,10.5,0.496,3.1,4.1,0.776,0.7,3.6,4.2,7.9,1.6,0.4,2.8,3.1,19.4,,113.0,102.0,2000-2001,top,26.1
1219,548,Danny Ferry,SF,34,SAS,80,29,1688,5.7,11.9,0.475,2.2,5.0,0.449,3.4,7.0,0.493,0.7,1.0,0.733,1.7,5.3,7.1,2.3,0.9,0.7,1.6,5.4,14.2,,112.0,102.0,2000-2001,top,23.6
1220,974,Antonio Daniels,SG,26,SAS,82,13,2175,6.6,15.0,0.44,1.4,4.8,0.291,5.2,10.2,0.51,3.9,5.1,0.752,0.6,3.8,4.3,5.6,1.2,0.3,1.7,2.5,18.5,,113.0,104.0,2001-2002,top,26.5
1221,1208,Malik Rose,PF,27,SAS,82,1,1725,9.1,19.6,0.463,0.0,0.4,0.083,9.0,19.2,0.47,5.7,7.9,0.72,5.3,9.9,15.2,1.9,2.2,1.3,4.3,6.4,23.9,,100.0,97.0,2001-2002,top,21.0
1222,1628,Malik Rose,PF,28,SAS,79,13,1933,8.0,17.4,0.459,0.1,0.1,0.4,7.9,17.2,0.459,6.7,8.4,0.791,4.1,9.9,14.0,3.4,1.6,1.1,4.7,5.7,22.7,,102.0,98.0,2002-2003,top,24.5
1223,1448,Manu Ginóbili*,SG,25,SAS,69,5,1431,6.5,14.8,0.438,1.9,5.5,0.345,4.6,9.3,0.494,4.7,6.4,0.737,1.8,4.2,6.0,5.1,3.6,0.6,3.7,6.3,19.6,,106.0,98.0,2002-2003,top,20.7
1224,1876,Manu Ginóbili*,SG,26,SAS,77,38,2260,7.9,18.8,0.418,2.1,5.8,0.359,5.8,13.0,0.445,5.7,7.1,0.802,2.0,6.1,8.2,6.9,3.2,0.4,3.8,4.3,23.5,,107.0,93.0,2003-2004,top,29.4
1225,1904,Robert Horry,PF,33,SAS,81,1,1290,5.9,14.5,0.405,1.7,4.5,0.38,4.2,10.0,0.417,2.9,4.5,0.645,4.5,6.8,11.3,4.2,2.0,2.0,2.3,6.9,16.4,,107.0,93.0,2003-2004,top,18.7
1226,2206,Brent Barry,SG,33,SAS,81,8,1742,6.0,14.2,0.423,3.1,8.7,0.357,2.9,5.5,0.525,3.5,4.2,0.837,0.9,5.0,5.9,5.5,1.2,0.6,2.0,3.8,18.6,,119.0,102.0,2004-2005,top,21.5
1227,2355,Robert Horry,PF,34,SAS,75,16,1396,6.1,14.5,0.419,2.0,5.3,0.37,4.1,9.2,0.447,3.3,4.2,0.789,3.5,6.8,10.4,3.1,2.6,2.3,2.7,5.3,17.4,,108.0,96.0,2004-2005,top,18.6
1228,2760,Michael Finley,SG,32,SAS,77,18,2038,7.6,18.5,0.412,2.9,7.4,0.394,4.7,11.1,0.423,2.6,3.1,0.852,0.8,5.7,6.6,3.1,1.0,0.2,1.6,2.6,20.8,,107.0,103.0,2005-2006,top,26.5
1229,2907,Nazr Mohammed,C,28,SAS,80,30,1389,7.4,14.7,0.504,0.0,0.0,,7.4,14.7,0.504,4.4,5.6,0.785,6.4,10.0,16.3,1.6,0.8,1.9,3.6,8.6,19.2,,109.0,98.0,2005-2006,top,18.8
1230,3249,Manu Ginóbili*,SG,29,SAS,75,36,2060,10.3,22.2,0.464,3.3,8.4,0.396,7.0,13.8,0.505,8.3,9.7,0.86,1.5,7.0,8.5,6.8,2.8,0.7,4.1,4.0,32.2,,117.0,98.0,2006-2007,top,27.5
1231,3229,Michael Finley,SF,33,SAS,82,16,1823,8.0,19.4,0.412,3.1,8.4,0.364,5.0,11.1,0.448,2.6,2.9,0.918,1.0,5.5,6.5,3.2,0.9,0.5,1.3,2.2,21.7,,108.0,103.0,2006-2007,top,22.8
1232,3701,Manu Ginóbili*,SG,30,SAS,74,23,2299,10.7,23.1,0.46,3.7,9.2,0.401,7.0,14.0,0.499,8.9,10.4,0.86,1.5,6.8,8.3,7.8,2.6,0.8,4.7,4.1,33.9,,116.0,100.0,2007-2008,Average,31.1
